Comuna;ID_BARRIO;Barrio;DIRECCION;ESCENARIO;Tipo Espacio;TIPO ESCENENARIO;EQUIPAMIENTO;PROGRAMAS SECRETARIA DE DEPORTE;GRAMA NATURAL;SINTETICA;MULTIPLE;BALONCESTO;VOLEIBOL;PISCINA ADULTOS;PISCINA NI�OS;JUEGOS INFANTILES;BIOSALUDABLES;PISTA PATINAJE;PISTA DE TROTE;PISTA BMX;TENIS;TEJO;HOCKEY;FUTSALA;MICROFUTB;VOLEY PLAYA
6;96;San Luis II;K 1A3  # 72 - 65;Pista De Patinaje San Luis II;Abierto;PISTA;Pistade  Patinaje- Pista De Hockey;Deporvida (Patinaje);0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
6;97;Calimio Norte;C 76 # 1A2 - 00;Unidad Recreativa Parque Calimio;Cerrado;UNIDAD RECREATIVA;Cancha Multiple- Salon Multiple- Piscina Ninos- Piscina Adultos- Juegos Infantiles- Pista De Trote- Edificacion;Deporvida(Natacion);0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0
6;97;Calimio Norte;K 1A6 # 76 - 00;Parque Recreativo Calimio Norte;Cerrado;PARQUE RECREATIVO;Cancha Grama Natural- Biosaludables;No Tiene;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
7;1;Alfonso Lopez I;K 7A # 70 - 00;Separador Calle 70 Cancha De Baloncesto;Abierto;SEPARADOR;Cancha De Baloncesto;No Tiene;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;1;Alfonso Lopez I;K 7A # 70 - 00;Parque Recreativo Alfonso Lopez I;Cerrado;PARQUE RECREATIVO;Dos Canchas De Grama Natural- 3 Canchas De Baloncesto- Juegos Infantiles;No Tiene;2;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
7;1;Alfonso Lopez I;K 7A # 72C - 00;Cancha Multiple;Abierto;CANCHA MULTIPLE;Cancha Grama Natural Futbol 5;No Tiene;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;1;Alfonso Lopez I;K 7A # 84 - 00;Cancha Multiple De Baloncesto - Micro;Abierto;CANCHA MULTIPLE;Cancha Multiple- Juegos Infantiles;No Tiene;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
7;1;Alfonso Lopez I;K 7C # 81 - 00;Pista De Trote;Abierto;PISTA;Pista De Trote;No Tiene;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
7;1;Alfonso Lopez I;K 7C BIS # 70 - 00;Separador Calle 70 Cancha De Baloncesto;Abierto;SEPARADOR;Cancha De Baloncesto;No Tiene;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;1;Alfonso Lopez I;K 7C BIS # 81 - 00;Cancha Sintetica Alfonso Lopez  I;Abierto;CANCHA ;Cancha Sintetica;No Tiene;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;1;Alfonso Lopez I;K 7D # 81 - 00;Cancha Multiple De Baloncesto;Abierto;CANCHA MULTIPLE;Cancha Multiple;Cuerpo Y Espiritu;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;1;Alfonso Lopez I;K 7D BIS # 82 - 00;Cancha Estacion Policia;Abierto;CANCHA ;Cancha De Futbol 5;No Tiene;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;1;Alfonso Lopez I;K 7D1 # 81 - 00;Cancha De Futbol 5;Abierto;CANCHA ;Cancha Grama Natural Futbol 5;No Tiene;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;2;Alfonso Lopez II;K 7E  # 81 - 00;Parque Recreativo Alfonso Lopez III;Abierto;PARQUE RECREATIVO;2 Canchas De Grama Natural- Cancha Multiple- Cancha De Futbol 5;No Tiene;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;2;Alfonso Lopez II;K 7F # 81 - 00;Separador Calle 81 Cancha De Futbol 7;Abierto;SEPARADOR;Cancha  Grama Natural Futbol 7;No Tiene;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;2;Alfonso Lopez II;K 7F BIS # 76 - 00;Parque Infantil Catano;Cerrado;PARQUE;Kiosko- Juegos Infantiles- Edificacion;Cuerpo Y Espiritu- Canas Y Ganas;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
7;2;Alfonso Lopez II;K 7G  # 81 - 00;Separador Calle 81 Cancha De Baloncesto;Abierto;SEPARADOR;Cancha De Baloncesto;No Tiene;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;2;Alfonso Lopez II;K 7G # 81 - 00;Separador Calle 81 Cancha De Futbol 7;Abierto;SEPARADOR;Cancha  Grama Natural Futbol 7;No Tiene;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;2;Alfonso Lopez II;K 7G BIS # 70 - 00;Separador Calle 81 Cancha De Baloncesto;Abierto;SEPARADOR;Cancha De Baloncesto;No Tiene;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;2;Alfonso Lopez II;K 7G BIS # 70 - 00;Separador Calle 81 Cancha De Futbol 11;Abierto;SEPARADOR;Cancha Grama Natural;No Tiene;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;2;Alfonso Lopez II;K 7H # 76 - 00;Cancha Multiple Alfonso Lopez II (Cali 7);Abierto;CANCHA MULTIPLE;Cancha Multiple;Vive El Parque;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;2;Alfonso Lopez II;K 7L # 81 - 00;Separador Calle 81 Cancha De Futbol 11;Abierto;SEPARADOR;Cancha Grama Natural;No Tiene;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;2;Alfonso Lopez II;K 7L BIS # 70 - 00;Separador Calle 81 Cancha De Futbol 11;Abierto;SEPARADOR;Cancha Grama Natural;No Tiene;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;3;Alfonso Lopez III;K 7L BIS  # 70 - 00;Parque Recreativo  Autopista Alfonso Lopez III;Abierto;PARQUE RECREATIVO;Cancha Grama Natural- Cancha De Baloncesto;No Tiene;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;3;Alfonso Lopez III;K 7L BIS  # 81 - 00;Parque Recreativo Alfonso Lopez III;Abierto;PARQUE RECREATIVO;2 Canchas De Grama Natural- Cancha Multiple- Cancha De Baloncesto- Biosaludables;No Tiene;2;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
7;3;Alfonso Lopez III;K 7M # 70 - 00;Separador Calle 70 Cancha De Baloncesto;Abierto;SEPARADOR;Cancha De Baloncesto;No Tiene;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;3;Alfonso Lopez III;K 7M # 81 - 00;Separador Calle 81 Cancha De Futbol 7;Abierto;SEPARADOR;Cancha  Grama Natural Futbol 7;Deporvida (Futbol)- Deporte Comunitario;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;3;Alfonso Lopez III;K 7P # 81 - 00;Separador Calle 81 Cancha De Baloncesto;Abierto;SEPARADOR;Cancha De Baloncesto;No Tiene;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;3;Alfonso Lopez III;K 7R # 81 - 00;Separador Calle 81 Cancha De Futbol 7;Abierto;SEPARADOR;Cancha  Grama Natural Futbol 7;No Tiene;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;3;Alfonso Lopez III;K 7T # 76 - 00;Unidad Recreativa Libardo Madrid;Cerrado;UNIDAD RECREATIVA;Cancha De Baloncesto- Piscina Adultos- Biosaludables- Cancha Sintetica- Edificacion;Canas Y Ganas- Cuerpo Y Espiritu- Deporvida (Natacion- Karate);0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
7;3;Alfonso Lopez III;K 7T # 81 - 00;Separador Calle 81 Cancha De Baloncesto;Abierto;SEPARADOR;Cancha De Baloncesto;No Tiene;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;3;Alfonso Lopez III;K 7T BIS # 81 - 00;Polideportivo Alfonso Lopez III;Cerrado;POLIDEPORTIVO;Cancha Grama Natural- Cancha Multiple- Juegos Infantiles- Graderias- Camerinos- Cancha Sintetica;No Tiene;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
7;5;Puerto Mallarino;K 11  # 79 - 00;Polideportivo Puerto Mallarino;Cerrado;POLIDEPORTIVO;Cancha Grama Natural- Cancha Grama Natural Futbol 5- Cancha Multiple- Juegos Infantiles;No Tiene;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
7;6;Andres Sanin;C 76 K 11;Parque Recreativo Las Acacias;Cerrado;PARQUE RECREATIVO;Cancha Grama Natural - Cancha Grama Natural FúTbol 5- Cancha Sintetica- 2 Canchas Multiples- Juegos Infantiles- 2 Kioskos- 2 Edificaciones- Casa Comodatario- Camerinos- BañOs;Deporvida (Baloncesto);0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
7;7;Siete De Agosto;C 72 #8B-11;Unidad Recreativa Siete De Agosto;Cerrado;UNIDAD RECREATIVA;Piscina Adultos- Piscina Ninos- Cancha Sintetica- 2 Edificaciones- Graderias;Cuerpo Y Espiritu- Canas Y Ganas- Deporvida(Natacion Y Futsala);0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7;7;Siete De Agosto;K 11C C 72;Cancha Sintetica 7 De Agosto;Cerrado;CANCHA ;Cancha Sintetica- Juegos Infantiles;Deporvida (Futbol);0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
7;9;San Marino;K 7C # 61 - 00;Cancha De Futbol  5 El  Bolsillo San Marino;Abierto;CANCHA ;Cancha De Futbol 5- Juegos Infantiles;No Tiene;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
7;9;Las Veraneras;K 7J C 68A-09;Polideportivo Las Veraneras;Cerrado;POLIDEPORTIVO;Cancha Sintetica- Cancha Multiple- Pista De Trote- Juegos Infantiles- EdificacióN;Deporvida(Baloncesto- Futbol- Futsala- Canas Y Ganes- Cuerpo Y Espiritu;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
7;9;San Marino;P 7C BIS # 65 - 00;Parque Recreativo San Marino;Abierto;PARQUE RECREATIVO;Cancha Multiple- Juegos Infantiles;No Tiene;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
7;10;Las Ceibas;C 63  # 7U -00;Unidad Recreativa Las Ceibas;Cerrado;UNIDAD RECREATIVA;Cancha Grama Natural- Cancha Multiple- Cancha Sintetica- Piscina Adultos- Juegos Infantiles- Pista De Trote- Edificacion- Kiosko;Deporvida (Karate Do- Natacion Futsala)- Canas Y Ganas- Cuerpo Y Espiritu- Deporte Comunitario- Viactiva;1;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0
7;10;Las Ceibas;K 7L BIS # 65 - 00;Parque Recreativo La Tarima;Abierto;PARQUE RECREATIVO;Cancha Multiple;No Tiene;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;10;Las Ceibas;K 7S  # 65 - 00;Parque Recreativo (1) Las Ceibas;Abierto;PARQUE RECREATIVO;Juegos Infantiles- Pista De Trote;No Tiene;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
7;10;Las Ceibas;K 7V BIS  # 61 - 00;Parque Recreativo (2) Las Ceibas;Abierto;PARQUE RECREATIVO;Juegos Infantiles- Pista De Trote;No Tiene;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
7;10;Las Ceibas;P 7F # 61 - 00;Cancha De Futbol El Yucal;Abierto;CANCHA ;Cancha Grama Natural- Cancha Multiple- Juegos Infantiles;Vive El Parque;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
7;98;Fepicol;C 68A K 7C;Polideportivo Fepicol;Cerrado;POLIDEPORTIVO;Cancha Sintetica- 2 Cancha Multiple- Juegos Infantiles;Deporvia (Futbol);0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
8;4;Uribe Uribe;T 31 # 22 - 00;Parque Recreativo La Iguana Uribe Uribe;Abierto;PARQUE RECREATIVO;Cancha Multiple- Pista De Patinaje;Deporvida (Futbol- Patinaje)- Deporte Comunitario;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
8;6;La Floresta;K 17A # 33B - 00;Parque Recreativo El Osito La Floresta;Cerrado;PARQUE RECREATIVO;Cancha Multiple- Juegos Infantiles;Deporvida (Baloncesto);0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
8;8;Municipal;K 11F # 32 - 00;Cancha Multiple Municipal;Cerrado;CANCHA MULTIPLE;Cancha Multiple Con Cubierta Y Graderias Metalicas;No Tiene;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;8;Municipal;K 11F # 32 -23;Casa Del Adulto Mayor;Cerrado;CASA;Edificacion;No Tiene;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;9;Industrial;K 10 # 33 - 00;Cancha Multiple Parque El Motorista;Cerrado;CANCHA MULTIPLE;Cancha Multiple;No Tiene;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;10;Troncal;K 11B  # 34 - 00;Cancha Multiple Parque El Triangulo;Cerrado;CANCHA MULTIPLE;Cancha Multiple;No Tiene;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;10;El Troncal;K 8 # 39-01;Acuaparque de la Cana;Cerrado;ALTO RENDIMIENTO;Campo de Tiro con arco;No tiene;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;11;Las Americas;K 12 # 36 - 00;Cancha De Futbol Las Americas;Cerrado;CANCHA ;Cancha Grama Natural;No Tiene;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;11;Las Americas;K 12 # 36 - 00;Coliseo Las Americas;Cerrado;COLISEO;Cancha Multiple Cubierta- Graderias- Banos;Deporvida (Futsala- Baloncesto)- Cuerpo Y Espiritu;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;11;Las Americas;K 13  # 39 - 00;Cancha Multiple Las Americas;Cerrado;CANCHA MULTIPLE;Cancha Multiple;Deporvida  (Patinaje);0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;13;Santa Fe;K 17B # 34 - 120;Polideportivo Santa Fe I;Cerrado;POLIDEPORTIVO;Juegos Infantiles- 2 Canchas Sinteticas- Edificacion;Cuerpo Y Espiritu- Deporvida (Futsala);0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
8;13;Santa Fe;K 18 # 34 - 115;Polideportivo Santa Fe II - Fe  Y Vivir;Cerrado;POLIDEPORTIVO;Cancha Multiple- Salon Multiple- Juegos Infantiles- Edificacion;Cuerpo Y Espiritu- Canas Y Ganas- Cali Integra;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
8;15;Villa Colombia;K 10 # 49 - 00;Polideportivo Villa Colombia;Cerrado;POLIDEPORTIVO;Cancha Multiple- Cancha De Baloncesto- Cancha Sintetica- Edificacion- Salon Multiple;Deporvida- Cuerpo Y Espiritu- Viactiva- Carreras Y Caminatas- Canas Y Ganas- Cali Integra;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;15;Villa Colombia;K 12E # 49 - 00;Parque Recreativo Infantil Villa Colombia;Cerrado;PARQUE RECREATIVO;Cancha Multiple- Juegos Infantiles;Cuerpo Y Espiritu;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
8;16;El Trebol;K 13 # 57 - 00;Polideportivo El Trebol;Cerrado;POLIDEPORTIVO;Cancha Grama Natural- 2 Canchas Multiples- Salon Multiple- Juegos Infantiles- Pista De Trote- Edificacion;Vive El Parque- Deporvida (Futbol)- Canas Y Ganas- Deporte Comunitario (Baile Deportivo);1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
8;17;La Base;K 11 # 56 - 00;Polideportivo La Base;Cerrado;POLIDEPORTIVO;Cancha Grama Natural- 2 Canchas Multiples- Juegos Infantiles- Pista De Trote- Cancha Grama Natural Futbol 8- Coliseo Cubierto;Carreras Y Caminatas- Cuerpo Y Espiritu- Deporvida (Futbol- Baloncesto- Voleibol);3;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
8;17;La Base;K 8 C 39;Acuaparque De La Cana;Cerrado;ACUAPARQUE;Canchas de futbol-piscina;Deporvida(Futbol- Natacion)- Selecciones Cali (Tiro Con Arco);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;18;Nueva Base;C 62 # 11 - 00;Parque Recreativo La Base (Cancha De Colores);Abierto;PARQUE RECREATIVO;2canchas Multiples- Cancha De Futbol 5- Juegos Infantiles;Deporvida (Patinaje)- Canas Y Ganas- Vive El Parque;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
8;18;Nueva Base;C 64 # 11A - 00;Parque Infantil Nueva Base;Abierto;PARQUE;Juegos Infantiles;No Tiene;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
8;18;Nueva Base;K 11A # 66A - 00;Kiosko Nueva Base;Cerrado;KIOSCO;Kiosko;No Tiene;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;18;Nueva Base;K 12 # 64 - 00;Parque Recreativo Nueva Base;Abierto;PARQUE RECREATIVO;Cancha Multiple- Juegos Infantiles;Canas Y Ganas- Vive El Parque;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
9;1;Alameda;C 7A # 23 - 00;Plazoleta Alameda;Abierto;PLAZOLETA;No Tiene Equipamento;Vive El Parque- Cuerpo Y Espiritu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;2;Bretana;K 20 # 9E - 00;Parque El Triangulo;Abierto;PARQUE;No Tiene Equipamento;No Tiene;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;2;Bretana;K 23C # 11 - 00;Parque El Trebol;Abierto;PARQUE;No Tiene Equipamento;No Tiene;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;3;Junin;K 23B # 15A - 00;Parque La Virgen;Abierto;PARQUE;Cancha Multiple- Juegos Infantiles;No Tiene;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
9;3;Junin;K 24 # 12A - 00;Cancha Sintetica Junin;Cerrado;CANCHA ;Cancha Sintetica- Edificacion;Deporvida (Futsala);0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;3;Junin;K 24 # 12A - 00;Parque Recreativo Junin;Abierto;PARQUE RECREATIVO;Cancha De Baloncesto- Juegos Infantiles- Pista De Trote;Deporvida (Patinaje)- Vive El Parque;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0
9;6;Manuel Maria Benaventura;C 16 C 16A;Parque El Borracho;Abierto;PARQUE;Juegos Infantiles;Vive El Parque;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
9;6;Manuel Maria Benaventura;C 18 # 21 - 00;Parque Recreativo Cien Palos;Abierto;PARQUE RECREATIVO;Cancha Multiple- Biosaludables- Parque De Skate Board;Deporvida(Futbol Sala- Baloncesto)- Vertigo (Skateboard)- Cuerpo Y Espiritu- Canas Y Ganas;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
9;8;Belalcazar;C 18 # 17C-41;Plazoleta Frente A La Iglesia Santisima Trinidad;Abierto;PLAZOLETA;No Tiene Equipamento;No Tiene;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;10;Obrero;C 11  # 22 - 00;Parque Obrero;Abierto;PARQUE;Cancha Multiple- Cancha De Baloncesto- Juegos Infantiles;Deporvida(Atletismo- Patinaje- Futbol Sala) Vive El Parque- Cuerpo Y Espiritu;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
9;10;Obrero;C 25 # 8 - 00;Polideportivo Obrero;Cerrado;POLIDEPORTIVO;Cancha Grama Natural- 2 Canchas Multiples- Cancha De Futbol 5;No Tiene;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;1;El Dorado;K 36  # 13A - 00;Polideportivo El Dorado 1;Cerrado;POLIDEPORTIVO;Cancha Grama Natural- Cancha Multiple Con Cubierta- Kiosko- Juegos Infantiles- Edificacion;Cuerpo Y Espiritu- Canas Y Ganas- Deporvida(Balonceto- Futbol Y Patinaje);1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
10;1;El Dorado;K 37  # 13C - 00;Polideportivo El Dorado 2;Cerrado;POLIDEPORTIVO;Cancha Multiple- Juegos Infantiles- Edificacion- Cancha Sintetica;Deporvida (Futsala- Futbol);0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
10;2;El Guabal;C  13A  # 42BIS - 09;Kiosco 3 Edad Mananitas Del Guabal;Cerrado;KIOSCO;Salon Multiple;Canas Y Ganas- Cuerpo Y Espiriru;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;2;El Guabal;K  42A  # 13A - 01;Kiosco  3 Edad Manantial Del Guabal;Cerrado;KIOSCO;Salon Multiple;Cuerpo Y Espiritu- Canas Y Ganas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;2;El Guabal;K 40  # 13 - 00;Unidad Recreativa El Guabal;Cerrado;UNIDAD RECREATIVA;Cancha Multiple- Salon Multiple- Piscina Ninos- Piscina Adultos- Juegos Infantiles- Pista De Trote- Edificacion- Teatrino;Cuerpo Y Espiritu- Canas Y Ganas- Cali Integra;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0
10;2;El Guabal;K 40 # 15 - 00;Cancha Multiple Barrio El Guabal;Abierto;CANCHA MULTIPLE;Cancha Multiple;No tiene;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;2;El Guabal;K 41  #  13C - 18;Kiosco Tercera Edad Anhelos De Vivir;Cerrado;KIOSCO;Salon Multiple;Cuerpo Y Espiritu- Canas Y Ganas- Deporvida (Ajedrez);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;2;El Guabal;K 41  # 13A - 00;Polideportivo San Juan Bautista;Cerrado;POLIDEPORTIVO;3 Canchas Grama Natural- Cancha De Voleibol- Cancha Multiple- Juegos Infantiles- Pista De Trote- Edificacion- Cancha Sintetica;Deporvida(Ajedrez- Futbol- Atletismo) Deporte Comunitario (Voleibol);3;1;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0
10;2;El Guabal;K 41A  # 15 - 00;Parque Recreativo El Guabal;Cerrado;PARQUE RECREATIVO;2 Canchas De Baloncesto- Kiosko- Juegos Infantiles;Deporte Comunitario- Deporvida (Patinaje)- Carreras Y Caminatas;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0
10;4;Santa Helena;K 25 #17A - 00;Parque Recreativo La India Barrio Santa Elena;Abierto;PARQUE RECREATIVO;Biosaludables- Juegos Infantiles;Deporte Comunitario;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
10;4;Santa Elena;K 26  # 23 - 00;Polideportivo San Cristobal;Cerrado;POLIDEPORTIVO;Cancha Grama Natural- Cancha Sintetica- Juegos Infantiles- Pista De Trote- Biosaludables- Edificacion;Deporvida (Futbol);1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0
10;5;Acacias;D 23  # 25 - 00;Cancha Multiple Las Acacias;Cerrado;CANCHA MULTIPLE;Cancha Multiple;Deporvida (Futbol Sala- Patinaje);0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;7;Jorge Zadwasky;K 48  # 13B - 00;Polideportivo Jorge Zawasky;Cerrado;POLIDEPORTIVO;Cancha Multiple- Salon Multiple- Juegos Infantiles;Vive El Parque- Deporvida (Lucha Olimpica);0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
10;7;Jorge Zadwasky;K 50 # 13C -00;Parque Recreativo Jorge Zawadsky;Abierto;PARQUE RECREATIVO;Pista De Trote- Juegos Infantiles;Vive El Parque;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
10;8;Olimpico;K  36A  # 12 - 00;Unidad Recreativa El Olimpico;Cerrado;UNIDAD RECREATIVA;Cancha Grama Natural- Salon Multiple- Piscina Ninos- Piscina Adultos- Juegos Infantiles- Edificacion- Teatrino- 2 Kioskos;Canas Y Ganas- Cuerpo Y Espiriru- Deporvida;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
10;8;Olimpico;K 34 # 12 - 00;Parque Recreativo Barrio Olimpico 1;Abierto;PARQUE RECREATIVO;Cancha Multiple;Cuerpo Y Espiritu- Canas Y Ganas;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;8;Olimpico;K 38 # CL 12 - 00;Parque Recreativo Barrio Olimpico 2;Abierto;PARQUE RECREATIVO;Cancha De Futbol 5- Cancha Baloncesto- Cancha Voleibol- Juegos Infantiles;Deporvida- Cali Acoge;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
10;9;Cristobal Colon;C 23  # 35 - 00;Unidad Recreativa Descubrimiento;Cerrado;UNIDAD RECREATIVA;Cancha Multiple- Salon Multiple- Piscina Ninos- Piscina Adultos- Edificacion- Gimnasio;Deporte Comunitario (Hydrogym);0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
10;9;Cristobal Colon;K 37A  # 23 - 00;Polideportivo Cristobal Colon;Cerrado;POLIDEPORTIVO;Cancha Multiple- Juegos Infantiles- Edificacion- Casa De Comodato- Cancha Sintetica;Deporvida(Futsala)- Canas Y Ganas;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
10;10;La Selva;C 14  # 47A - 10;Centro Multiple La Selva;Cerrado;SALON MULTIPLE;2 Salon Multiple- Casa De Comodato- Edificacion;Canas Y Ganas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;10;La Selva;K 47  # 14 - 00;Polideportivo La Selva;Cerrado;POLIDEPORTIVO;Cancha Grama Natural- Cancha Grama Natural Futbol 5-  2 Cancha Multiple- Cancha De Baloncesto- Salon Multiple- Cancha Sintetica- Pista De Trote- Cancha De Tenis- Edificacion- Gimnasio- Teatrino;Deporvida (Centros De Iniciacion- Judo- Tenis- Futsala Femenino)- Canas Y Ganas;2;1;2;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0
10;11;Departamental;K 46  # 11 - 00;Parque Recreativo Departamental;Cerrado;PARQUE RECREATIVO;Cancha Multiple- Juegos Infantiles;Deporte Comunitario (Juegos Municipales);0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
10;11;Villaepal;K 49 # 10A -00;Parque Recreativo Barrio Villaepal;Abierto;PARQUE RECREATIVO;Cancha Multiple- Juegos Infantiles;Cuerpo Y Espiritu- Deporvida (Baloncesto- Futsal);0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
10;12;Pasoancho;K 39  # 12 - 00;Parque Recreativo La Alhambra;Cerrado;PARQUE RECREATIVO;Juegos Infantiles- Biosaludables;Deporte Comunitario;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
